N,row_mean,row_std,col_mean,col_std,slowdown_ratio
1024,0.0010167399,0.0005203767981262153,0.0025272916000000003,0.0017863671120979423,2.485681539595328
2048,0.0042036198,0.0002971107488111847,0.017666872,0.0010670698278778886,4.202775902806434
4096,0.016051386,0.000765139166482617,0.092734936,0.002838354546661696,5.777378726048953
